Progress,Duration (in seconds),Finished,ResponseId,1,2,3,4,5#1_1,5#1_2,5#1_3,5#1_4,5#1_5,5#1_6,5#1_7,5#1_8,5#1_9,5#1_10,5#1_11,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7,7 _8,7 _9,7 _10,7 _11,7 _12,7 _13,7 _14,7 _15,7 _16,7 _17,7 _18,7 _19,7 _20,7 _21,7 _22,7 _23,7 _24,7 _25,7 _26,7 _27,7 _28,7 _29,7 _30,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,7_17,7_18,7_19,7_20,7_21,7_22,7_23,7_24,7_25,7_26,7_27,7_28,7_29,7_30,7_31,7_32,7_33,7_34,7_35,7_36,7_37,7_38,7_39,7_40,7_41,7_42,7_43,7_44,7_45,7_46,7_47,7_48,7_49,7_50,7_51,7_52,7_53,7_54,7_55,7_56,7_57,7_58,7_59,7_60,7_61,7_62,7_63,7_64,7_65,7_66,7_67,7_68,7_69,7_70,7_71,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7
100,109,1,R_5YfUjY2dKqfNYJg,5,2,2,1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,
100,234,1,R_5ONK1MIaDD6uXhD,1,6,5,4,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,,,,,,,,,,,,,1,1,1,5,7,4,4,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,291,1,R_5PySJCXHNSurDYZ,5,3,2,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,4,3,5,3,3,3,7,4,4,5,4,4,,4,3,3,5,3,6,7,7,7,5,7,4,3,6,3,1,1,,,,,,,
100,312,1,R_6dCvHNMmVytwMRr,1,6,6,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,7,7,7,7,7,7,7,6,6,2,5,5,4,4,5,5,3,5,,,,,,,,,,,,,5,7,5,4,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,4,6,5,4
100,419,1,R_71GJepBcqrz52D1,2,4,4,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,522,1,R_7xVxaYyHdWsnw1X,4,1,1,4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,8,8,1,7,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,8,7,7,7,7,,7,7,7,4,7,7,7,7,7,5,7,5,4,4,4,5,5,7,7,7,4,4,7,7,7,4,4,4,7,4,,4,4,4,4,6,5,5,4,4,4,7,7,7,7,7,1,7,,,1,7,7,7,7
100,370,1,R_1PIiQZwQiih5j4T,4,1,1,"3,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,4,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,2,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,263,1,R_1RXgkL1DVeUx7Rn,1,6,6,2,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,586,1,R_6CruClbNccAk8fU,5,4,4,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,
100,460,1,R_3QJxE6WdqYtOZrX,5,4,2,2,,"1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,2,6,1,1,1,,1,3,3,1,1,1,1,3,3,1,3,1,5,1,4,7,1,,,,,,,
100,453,1,R_6obeTNyKmYRf8r8,2,7,6,"1,2",,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,8,8,8,1,1,8,8,2,2,3,3,3,3,6,4,4,6,4,7,7,4,4,4,5,1,5,5,4,1,5,6,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,6
100,440,1,R_5I3PYlzI0lUGZ5i,4,2,2,4,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,2,4,5,5,3,3,5,3,4,3,2,3,3,5,4,4,4,3,3,5,5,,4,3,4,5,5,5,6,5,5,5,5,5,4,3,3,7,7,3,2,3,4,,1,4,1,1,1,1,1,1,5,5,1,4,4,6,5,7,7,4,4,4,2,5,3,3,6,4,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,291,1,R_6ZESfOXMmtzaRxh,5,5,4,"2,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,
100,376,1,R_31WMSGQuASwmbiE,2,4,4,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,5,1,6,1,4,4,3,3,5,1,5,6,4,4,3,4,2,2,5,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,220,1,R_72mCuIQLplB8iOM,6,1,1,4,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,4,4,1,1,1,5,1,6,1,1,6,1,1,1,1,1,1,6,1,7,6,5,5,1,1,1,5,5,1,,,,,,,
100,457,1,R_3k5yA1UbKhFoVwJ,6,3,2,3,,1,5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,1,4,1,1,3,1,5,6,1,1,3,2,2,5,3,3,1,1,4,1,1,1,1,1,1,5,1,1,1,,,,,,,
100,346,1,R_5lzzxP52t03W95R,4,2,2,4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,208,1,R_3d0S9NmKgQLFnLn,5,4,4,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,1,1,3,1,6,1,1,1,1,1,1,,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,,,,,,,
100,217,1,R_3uO3BuucFBGAEi2,5,5,4,"1,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,6,1,4,4,4,1,1,1,1,1,1,7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,499,1,R_4Wi4EqGmVpSoQVz,4,4,3,"1,3,4",,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,6,1,1,1,4,1,1,1,1,8,1,8,8,8,8,8,8,8,8,8,8,,1,8,8,8,8,8,8,8,8,8,8,8,8,8,5,3,3,6,2,2,2,,7,4,5,1,3,1,1,1,1,1,1,3,1,2,5,3,4,1,1,5,3,3,7,1,7,5,3,1,1,1,,1,1,1,1,1,5,1,7,7,1,7,1,3,5,1,1,1,,,1,4,4,4,4
100,113,1,R_5rxkle1yzrnqHuT,1,3,3,"1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,190,1,R_4uyr8S75o6JHlNn,5,4,4,3,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,6,1,1,1,6,1,1,1,1,6,,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,,,,,,,
100,397,1,R_5LPslt4kjb9yXzX,3,5,5,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,1,1,4,1,1,1,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,8,1,8,1,1,1,8,8,4,4,5,5,1,8,8,1,7,5,5,6,3,6,3,7,5,5,5,5,5,3,5,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,310,1,R_2Mh7lbvmVHRxmnc,1,4,4,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,4,4,2,1,1,1,1,6,6,3,1,4,4,5,1,1,1,1,,,,,,,,,,,,,8,8,3,3,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,1,1
100,435,1,R_62x0qSNxNBOW0tZ,4,4,2,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,138,1,R_3Gp6kIMSUO28gVC,5,3,2,3,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,5,1,1,1,1,1,1,6,,1,1,1,1,1,5,1,1,7,1,1,1,1,1,1,1,1,,,,,,,
100,151,1,R_5EFjzZ0El8qRb9O,4,5,5,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,7,7,7,7,7,1,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,387,1,R_5TQKTaxaWRe50lT,3,4,4,"1,2",,,5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,7,7,8,8,8,7,7,7,7,4,5,2,1,1,8,8,8,1,1,1,1,8,8,1,1,1,1,1,1,1,8,1,7,7,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,413,1,R_1JJ06fJ01T5vQo0,4,5,5,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,7,7,3,4,4,4,,1,5,6,1,1,1,1,1,1,1,2,6,1,3,1,1,1,5,5,5,2,2,1,1,6,4,1,1,1,1,,3,3,1,1,1,5,1,3,4,1,5,4,1,1,1,1,1,,,1,1,1,1,1
100,259,1,R_5nZb9BGVosD9GX4,1,5,3,"1,2,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",4,4,5,4,5,3,5,5,6,7,4,4,3,5,4,7,7,6,,,,,,,,,,,,,3,4,6,4,5,4,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,5,4,5,1
100,594,1,R_7RGzhoOhIWLH2nf,1,4,4,"1,2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,5,8,8,6,6,5,6,6,5,,,,,,,,,,,,,1,8,6,6,6,6,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,6,4,5,5
100,339,1,R_5rHWSfm7yfC4KAS,2,6,6,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,4,8,8,5,5,4,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,5,5,5,5,4,8,7,4,5,6,6,6,6,7,7,4,6,7,7,7,7,5,5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,579,1,R_32YAahzFl1cgqNq,4,1,1,3,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,306,1,R_1VhW272nv8rSwUN,1,4,4,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",4,4,1,4,4,4,4,1,7,6,4,4,5,5,1,1,1,1,,,,,,,,,,,,,4,4,5,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,5,1,7
100,243,1,R_1Betejj8DOjYcgt,3,5,5,"3,4",,,"2,3,4,5","2,3,4,5","2,3,4,5","2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,7,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,359,1,R_5CIHV7bsPPflIS5,5,5,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,1,1,5,2,1,1,4,1,1,6,7,1,,7,1,1,1,1,1,7,6,6,7,7,7,7,1,1,7,1,,,,,,,
100,378,1,R_7KuW7CxmbKdDtVI,2,5,5,1,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,1,8,8,8,1,1,1,3,5,6,7,4,3,3,3,3,3,3,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,1243,1,R_5t2SwPWhhVsQPZn,2,4,4,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,7,7,7,7,7,1,1,7,7,7,7,7,7,3,7,7,5,5,6,1,5,2,1,7,6,1,7,7,7,7,7,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2
100,639,1,R_2TCeyQhdRjTKYUt,3,4,4,"1,3,4",,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,7,6,6,6,2,5,5,1,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,4,2,4,3,3,3,2,4,4,2,2,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2
100,339,1,R_6DN4JxxnXvwx1Wp,2,3,3,2,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,3,4,2,4,3,2,4,1,3,2,8,8,3,3,2,3,3,4,2,4,6,4,4,7,7,4,6,4,4,5,1,8,8,8,8,8,8,8,8,6,5,6,6,5,4,4,6,7,2,2,3,2,7,5,3,6,2,4,5,5,1,5,4,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,5,5
100,397,1,R_1v7dkVdyWn99cfH,6,2,2,1,"1,2,3,4,5",,,,"1,2,3,4,5","1,2,3,4,5",,,,"1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,
100,99,1,R_7QrUiwr8D7Ylz1q,3,8,6,"1,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,7,7,8,7,7,7,7,5,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,7,8,1,1,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,357,1,R_3OJmouWVEGkaBYJ,3,6,5,"2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,2,2,1,7,1,1,1,3,3,3,3,3,5,7,1,8,1,1,2,2,5,5,1,7,7,6,1,4,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,266,1,R_8lgxOLlLWvrYRgE,2,5,5,"2,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,7,2,1,7,7,7,7,7,7,5,5,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,707,1,R_16bxXNB0R35CIeQ,5,3,3,"1,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,382,1,R_3dddpknRK23aESJ,4,6,5,"3,4",,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1,,7,2,1,2,3,5,5,5,5,6,3,3,3,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1
100,507,1,R_6C8xyA7ISfMAA06,5,3,3,"2,3","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2,2,3,5,4,4,4,3,3,3,3,3,5,,4,3,5,5,4,6,5,5,7,5,5,3,5,5,5,1,1,,,,,,,
